1399889555367,618,search_query,200,OK,search_query 1-1,text,true,716,618
1399889555986,99,search_query,200,OK,search_query 1-1,text,true,712,99
1399889556086,62,search_query,200,OK,search_query 1-1,text,true,669,62
1399889556270,8,search_query,200,OK,search_query 1-2,text,true,676,8
1399889556171,124,search_query,200,OK,search_query 1-1,text,true,675,124
1399889556290,5,search_query,200,OK,search_query 1-2,text,true,678,5
1399889556295,6,search_query,200,OK,search_query 1-1,text,true,680,6
1399889556311,7,search_query,200,OK,search_query 1-2,text,true,9408,6
1399889556316,5,search_query,200,OK,search_query 1-1,text,true,688,5
1399889556331,5,search_query,200,OK,search_query 1-2,text,true,679,5
1399889556336,6,search_query,200,OK,search_query 1-1,text,true,692,6
1399889556351,11,search_query,200,OK,search_query 1-2,text,true,700,11
1399889556371,5,search_query,200,OK,search_query 1-2,text,true,676,5
1399889556391,5,search_query,200,OK,search_query 1-2,text,true,681,5
1399889556411,5,search_query,200,OK,search_query 1-2,text,true,679,5
1399889556431,5,search_query,200,OK,search_query 1-2,text,true,669,5
1399889556356,86,search_query,200,OK,search_query 1-1,text,true,678,86
1399889556451,6,search_query,200,OK,search_query 1-2,text,true,682,6
1399889556471,4,search_query,200,OK,search_query 1-2,text,true,690,4
1399889556490,7,search_query,200,OK,search_query 1-2,text,true,9013,6
1399889556442,143,search_query,200,OK,search_query 1-1,text,true,682,143
1399889556585,5,search_query,200,OK,search_query 1-1,text,true,675,5
1399889556511,127,search_query,200,OK,search_query 1-2,text,true,687,127
1399889556639,4,search_query,200,OK,search_query 1-2,text,true,689,4
1399889556660,5,search_query,200,OK,search_query 1-2,text,true,698,5
1399889556680,6,search_query,200,OK,search_query 1-2,text,true,679,5
1399889556700,5,search_query,200,OK,search_query 1-2,text,true,709,5
1399889556721,5,search_query,200,OK,search_query 1-2,text,true,672,5
1399889556740,7,search_query,200,OK,search_query 1-2,text,true,9828,5
1399889556760,5,search_query,200,OK,search_query 1-2,text,true,690,5
1399889556606,202,search_query,200,OK,search_query 1-1,text,true,9537,201
1399889556809,5,search_query,200,OK,search_query 1-1,text,true,693,5
1399889556779,75,search_query,200,OK,search_query 1-2,text,true,675,75
1399889556854,5,search_query,200,OK,search_query 1-2,text,true,673,5
1399889556875,5,search_query,200,OK,search_query 1-2,text,true,688,5
1399889556829,60,search_query,200,OK,search_query 1-1,text,true,668,60
1399889556889,92,search_query,200,OK,search_query 1-1,text,true,8855,91
1399889556895,147,search_query,200,OK,search_query 1-2,text,true,678,147
1399889557042,5,search_query,200,OK,search_query 1-2,text,true,682,5
1399889557063,5,search_query,200,OK,search_query 1-2,text,true,671,5
1399889557083,5,search_query,200,OK,search_query 1-2,text,true,669,5
1399889556981,161,search_query,200,OK,search_query 1-1,text,true,679,161
1399889557143,128,search_query,200,OK,search_query 1-1,text,true,702,128
1399889557168,143,search_query,200,OK,search_query 1-3,text,true,685,143
1399889557311,4,search_query,200,OK,search_query 1-3,text,true,668,4
1399889557102,249,search_query,200,OK,search_query 1-2,text,true,698,249
1399889557272,172,search_query,200,OK,search_query 1-1,text,true,734,172
1399889557351,116,search_query,200,OK,search_query 1-2,text,true,675,116
1399889557467,5,search_query,200,OK,search_query 1-2,text,true,673,5
1399889557498,5,search_query,200,OK,search_query 1-2,text,true,688,5
1399889557444,70,search_query,200,OK,search_query 1-1,text,true,680,70
1399889557514,5,search_query,200,OK,search_query 1-1,text,true,677,5
1399889557342,207,search_query,200,OK,search_query 1-3,text,true,701,207
1399889557545,5,search_query,200,OK,search_query 1-1,text,true,685,5
1399889557550,4,search_query,200,OK,search_query 1-3,text,true,672,4
1399889557575,10,search_query,200,OK,search_query 1-1,text,true,675,10
1399889557581,4,search_query,200,OK,search_query 1-3,text,true,678,4
1399889557528,101,search_query,200,OK,search_query 1-2,text,true,680,101
1399889557605,149,search_query,200,OK,search_query 1-1,text,true,8897,148
1399889557754,5,search_query,200,OK,search_query 1-1,text,true,680,5
1399889557629,150,search_query,200,OK,search_query 1-2,text,true,681,150
1399889557780,5,search_query,200,OK,search_query 1-2,text,true,667,5
1399889557611,205,search_query,200,OK,search_query 1-3,text,true,690,205
1399889557811,5,search_query,200,OK,search_query 1-2,text,true,690,5
1399889557785,46,search_query,200,OK,search_query 1-1,text,true,669,46
1399889557834,96,search_query,200,OK,search_query 1-1,text,true,668,96
1399889557931,6,search_query,200,OK,search_query 1-1,text,true,682,6
1399889557841,100,search_query,200,OK,search_query 1-2,text,true,684,100
1399889557816,181,search_query,200,OK,search_query 1-3,text,true,691,181
1399889557962,81,search_query,200,OK,search_query 1-1,text,true,680,81
1399889557941,107,search_query,200,OK,search_query 1-2,text,true,679,107
1399889558069,5,search_query,200,OK,search_query 1-4,text,true,720,5
1399889558048,57,search_query,200,OK,search_query 1-2,text,true,681,57
1399889557997,115,search_query,200,OK,search_query 1-3,text,true,679,115
1399889558112,126,search_query,200,OK,search_query 1-3,text,true,678,126
